t_rel,server,client_ip,gap_ms,tcp_rtt_ms,syn_ttl,syn_window,provider,protocol,country,ua_string
0.000,us,ip_2001e69b1864d72d,28.069,7.01,56,64240,brightdata,http_connect,us,curl/8.5.0
3.341,us,ip_496c270703b2089d,61.018,3.603,55,65535,brightdata,http_connect,us,curl/8.5.0
6.335,us,ip_ee096919eb20c9f2,15.168,1.536,55,42340,brightdata,http_connect,us,curl/8.5.0
11.409,us,ip_54fb0f43dbcef94a,118.264,86.465,53,64240,brightdata,http_connect,us,curl/8.5.0
14.582,us,ip_7fe9f4e25910bffe,76.223,35.956,116,65535,brightdata,http_connect,us,curl/8.5.0
17.869,us,ip_95d9c188d1d2174d,47.279,1.432,55,8192,brightdata,http_connect,us,curl/8.5.0
22.343,us,ip_629591f78dbb302e,150.554,23.281,55,65535,brightdata,http_connect,us,curl/8.5.0
26.696,us,ip_ee023796237375dd,216.835,197.348,47,29200,brightdata,http_connect,us,curl/8.5.0
29.778,us,ip_66e1871307fa9beb,33.291,1.472,55,42340,brightdata,http_connect,us,curl/8.5.0
34.420,us,ip_2c19988ce826ad3b,193.664,1.73,55,42340,brightdata,http_connect,us,curl/8.5.0
38.399,us,ip_f9e2027f799ed002,58.961,3.931,55,65535,brightdata,http_connect,us,curl/8.5.0
44.863,us,ip_fac052f115ea1225,135.907,88.996,48,64240,brightdata,http_connect,us,curl/8.5.0
48.853,us,ip_fe228d999fe07924,588.869,1.379,55,8192,brightdata,http_connect,us,curl/8.5.0
51.856,us,ip_21bad0492b70cbb6,21.031,1.774,54,65535,brightdata,http_connect,us,curl/8.5.0
55.819,us,ip_65ec29c201be6136,130.136,1.459,55,42340,brightdata,http_connect,us,curl/8.5.0
63.711,us,ip_f5140c97a89ef6d3,243.215,1.496,54,65535,brightdata,http_connect,us,curl/8.5.0
67.276,us,ip_d8d061e5545f2e2d,306.054,34.957,49,65535,brightdata,http_connect,us,curl/8.5.0
71.826,us,ip_48788e572330fd6f,17.217,1.439,55,8192,brightdata,http_connect,us,curl/8.5.0
77.704,us,ip_e086009fb9df648a,115.598,10.462,55,65535,brightdata,http_connect,us,curl/8.5.0
81.817,us,ip_eff6ba4552ba78e8,235.624,1.451,55,42340,brightdata,http_connect,us,curl/8.5.0
86.970,us,ip_b04b89e0fd035467,205.834,48.207,55,65535,brightdata,http_connect,us,curl/8.5.0
90.555,us,ip_83ef1833d3db2374,165.31,1.523,55,42340,brightdata,http_connect,us,curl/8.5.0
95.692,us,ip_a9b200ebebafb671,124.158,79.102,49,32120,brightdata,http_connect,us,curl/8.5.0
98.574,us,ip_1195c6070d47b161,522.981,6.943,54,65535,brightdata,http_connect,us,curl/8.5.0
102.242,us,ip_dd8ee487fd3ed733,31.099,1.484,55,8192,brightdata,http_connect,us,curl/8.5.0
108.121,us,ip_f8099af71a1634c9,155.374,41.806,49,64240,brightdata,http_connect,us,curl/8.5.0
111.647,us,ip_28b4987d861fb8a4,287.528,47.734,55,65535,brightdata,http_connect,us,curl/8.5.0
115.140,us,ip_80f9137895fc88a2,150.823,1.534,55,8192,brightdata,http_connect,us,curl/8.5.0
118.752,us,ip_106efbbb71634077,106.336,1.479,55,42340,brightdata,http_connect,us,curl/8.5.0
121.509,us,ip_eff582bb91af8f3d,100.232,3.271,55,64240,brightdata,http_connect,us,curl/8.5.0
127.452,us,ip_6cbd58c3c02655a6,19.76,6.619,56,64240,brightdata,http_connect,us,curl/8.5.0
132.837,us,ip_2d56dfc8b45cef62,839.154,3.879,55,65535,brightdata,http_connect,us,curl/8.5.0
138.120,us,ip_54f4fe457f84ccee,1.491,24.94,117,65535,brightdata,http_connect,us,curl/8.5.0
140.739,us,ip_d87bb3f230679e91,509.693,3.264,55,65535,brightdata,http_connect,us,curl/8.5.0
143.658,us,ip_6f04d7b4c2af9ded,28.268,1.243,55,64240,brightdata,http_connect,us,curl/8.5.0
148.304,us,ip_40bba87905b86f64,20.034,3.659,55,64240,brightdata,http_connect,us,curl/8.5.0
159.389,us,ip_0c35928d5fc70d57,938.005,21.952,55,29200,brightdata,http_connect,us,curl/8.5.0
163.297,us,ip_589756436059626d,66.013,2.762,57,42340,brightdata,http_connect,us,curl/8.5.0
169.499,us,ip_1cdd4e50bd76e4fd,1100.988,16.506,55,29200,brightdata,http_connect,us,curl/8.5.0
174.513,us,ip_66e621652a94efeb,92.531,7.86,55,65535,brightdata,http_connect,us,curl/8.5.0
178.706,us,ip_a002db6f96a2ed6e,104.299,1.32,55,42340,brightdata,http_connect,us,curl/8.5.0
184.748,us,ip_f21a384087a708a1,66.085,3.723,55,65535,brightdata,http_connect,us,curl/8.5.0
187.127,us,ip_2e975e7377451f85,17.249,6.999,55,64240,brightdata,http_connect,us,curl/8.5.0
191.583,us,ip_5b848f892cb16ef8,502.033,8.323,52,65535,brightdata,http_connect,us,curl/8.5.0
195.455,us,ip_2647cfe9ef1f5043,247.709,3.051,50,65535,brightdata,http_connect,us,curl/8.5.0
199.873,us,ip_fcfce139afb472b5,53.934,20.223,55,65535,brightdata,http_connect,us,curl/8.5.0
203.332,us,ip_6d120b1feae92a1a,64.176,2.64,57,42340,brightdata,http_connect,us,curl/8.5.0
207.102,us,ip_07be98abd617a0a3,374.163,14.364,54,65535,brightdata,http_connect,us,curl/8.5.0
211.277,us,ip_c51331450db026cb,120.564,6.418,55,64240,brightdata,http_connect,us,curl/8.5.0
214.766,us,ip_ad4722914bdbaa58,152.0,80.981,120,65535,brightdata,http_connect,ca,curl/8.5.0
217.845,us,ip_71b0a09e46ed9625,64.76,45.193,118,65535,brightdata,http_connect,ca,curl/8.5.0
221.498,us,ip_f431fb07883199b5,55.0,26.974,51,64240,brightdata,http_connect,ca,curl/8.5.0
225.119,us,ip_420f9892ea334cf0,41.284,32.325,112,64240,brightdata,http_connect,ca,curl/8.5.0
228.297,us,ip_6840853e2fadf752,95.702,80.94,51,65535,brightdata,http_connect,ca,curl/8.5.0
231.286,us,ip_707896407eaa5ff1,138.323,73.48,49,65535,brightdata,http_connect,ca,curl/8.5.0
234.971,us,ip_b0ba7087c49a4c9c,46.924,36.059,118,8192,brightdata,http_connect,ca,curl/8.5.0
238.121,us,ip_679af547e658a2db,80.371,21.205,116,65535,brightdata,http_connect,ca,curl/8.5.0
241.138,us,ip_9bf6d0cf181cc1c3,65.999,31.943,115,64240,brightdata,http_connect,ca,curl/8.5.0
244.494,us,ip_72019cc41d00c233,244.267,19.947,116,65535,brightdata,http_connect,ca,curl/8.5.0
248.014,us,ip_4037ba35d9402b21,101.021,81.947,56,64240,brightdata,http_connect,ca,curl/8.5.0
251.814,us,ip_42c2cfd2a944e63d,150.109,72.073,114,65535,brightdata,http_connect,ca,curl/8.5.0
254.784,us,ip_b797d12d55487b18,66.217,34.829,52,65535,brightdata,http_connect,ca,curl/8.5.0
257.962,us,ip_bf3dc61be01676f6,124.316,76.166,114,64240,brightdata,http_connect,ca,curl/8.5.0
261.203,us,ip_b6e11eebd3f0cfdb,571.359,58.992,49,65535,brightdata,http_connect,ca,curl/8.5.0
264.238,us,ip_d1216c415ced1869,85.501,74.96,113,65535,brightdata,http_connect,ca,curl/8.5.0
267.246,us,ip_5d26fbfa150ea4ed,39.716,36.697,52,65535,brightdata,http_connect,ca,curl/8.5.0
276.121,us,ip_68a894797ce9d356,0.245,121.387,57,65320,brightdata,http_connect,ca,curl/8.5.0
278.784,us,ip_644af0797cd9ef18,86.405,36.719,118,65535,brightdata,http_connect,ca,curl/8.5.0
281.325,us,ip_673dd69341712f07,73.455,36.372,117,65535,brightdata,http_connect,ca,curl/8.5.0
284.397,us,ip_420f9892ea334cf0,80.492,21.567,116,64240,brightdata,http_connect,ca,curl/8.5.0
287.264,us,ip_ad4722914bdbaa58,120.019,79.955,120,65535,brightdata,http_connect,ca,curl/8.5.0
290.645,us,ip_057410fa382ad993,71.662,60.502,118,64240,brightdata,http_connect,ca,curl/8.5.0
293.766,us,ip_772b43781aa49b38,213.043,104.5,108,65535,brightdata,http_connect,ca,curl/8.5.0
296.301,us,ip_11e99e16abf8cdbb,122.637,30.973,116,64240,brightdata,http_connect,ca,curl/8.5.0
298.676,us,ip_62613ffd9fdbf793,43.194,40.733,118,65535,brightdata,http_connect,ca,curl/8.5.0
301.505,us,ip_5a8e40383168db61,41.927,35.74,51,65535,brightdata,http_connect,ca,curl/8.5.0
305.124,us,ip_46bdb405515b778d,67.868,47.456,53,64240,brightdata,http_connect,ca,curl/8.5.0
308.062,us,ip_aaf0bd35e9c22192,105.618,66.245,115,64240,brightdata,http_connect,ca,curl/8.5.0
311.614,us,ip_87bfe24e14359c87,75.971,53.494,53,64240,brightdata,http_connect,ca,curl/8.5.0
315.114,us,ip_34f145a27c4ffbfd,52.846,112.325,55,64240,brightdata,http_connect,ca,curl/8.5.0
318.388,us,ip_c1139353f5375867,101.533,59.366,114,65535,brightdata,http_connect,ca,curl/8.5.0
321.293,us,ip_46d9f4b43fb286c3,69.819,109.673,118,64240,brightdata,http_connect,ca,curl/8.5.0
324.493,us,ip_d671dcd17205a8a3,80.329,37.502,118,64240,brightdata,http_connect,ca,curl/8.5.0
327.368,us,ip_e0d87e1e6fdb2ecc,71.678,90.839,55,64240,brightdata,http_connect,ca,curl/8.5.0
330.150,us,ip_f02476929f03652a,35.454,25.168,53,64240,brightdata,http_connect,ca,curl/8.5.0
333.455,us,ip_5d26fbfa150ea4ed,40.627,39.583,56,65535,brightdata,http_connect,ca,curl/8.5.0
336.183,us,ip_c78cd0d81a8d3ed0,74.811,45.622,117,64240,brightdata,http_connect,ca,curl/8.5.0
339.720,us,ip_3737f814708501d4,53.744,43.804,54,64240,brightdata,http_connect,ca,curl/8.5.0
342.295,us,ip_cdcf6529446ed76f,71.408,42.82,116,65535,brightdata,http_connect,ca,curl/8.5.0
344.970,us,ip_0ad867bac9f4593f,41.043,19.814,52,64240,brightdata,http_connect,ca,curl/8.5.0
347.506,us,ip_597c6147c1db5b47,71.481,17.835,49,64240,brightdata,http_connect,ca,curl/8.5.0
352.893,us,ip_1058a1548b9e1f66,38.518,36.145,118,65535,brightdata,http_connect,ca,curl/8.5.0
357.374,us,ip_3bf369190360da83,8.621,30.376,117,65535,brightdata,http_connect,ca,curl/8.5.0
360.634,us,ip_278bb870892dc524,196.946,46.263,56,65320,brightdata,http_connect,ca,curl/8.5.0
364.453,us,ip_702e6217b4d527f6,109.088,42.557,51,65535,brightdata,http_connect,ca,curl/8.5.0
367.765,us,ip_1a948bc122b86a8c,57.006,18.016,116,65535,brightdata,http_connect,ca,curl/8.5.0
371.070,us,ip_f7bd4642f13065a5,61.954,40.256,117,64240,brightdata,http_connect,ca,curl/8.5.0
376.784,us,ip_220a888045914e81,220.558,23.246,56,64240,brightdata,http_connect,ca,curl/8.5.0
379.795,us,ip_27954693dfc80443,555.466,35.246,118,65535,brightdata,http_connect,ca,curl/8.5.0
385.966,us,ip_77e919c52721118a,8.596,19.963,57,29200,brightdata,http_connect,mx,curl/8.5.0
389.694,us,ip_2fb9441828d433be,1924.081,70.49,50,64240,brightdata,http_connect,mx,curl/8.5.0
392.737,us,ip_6f648d72d6cbaa26,81.253,62.105,118,65535,brightdata,http_connect,mx,curl/8.5.0
395.903,us,ip_bf7b7bfafe699535,128.047,99.479,120,65535,brightdata,http_connect,mx,curl/8.5.0
402.098,us,ip_bea7fe06645eb000,85.404,95.952,56,32120,brightdata,http_connect,mx,curl/8.5.0
405.666,us,ip_c2ca874bd1580d24,83.32,48.616,52,64240,brightdata,http_connect,mx,curl/8.5.0
409.446,us,ip_e67e5f3326fc25ef,103.025,90.566,120,64240,brightdata,http_connect,mx,curl/8.5.0
412.611,us,ip_2dfb7b7ea8bb9ef1,168.386,87.54,120,65535,brightdata,http_connect,mx,curl/8.5.0
415.829,us,ip_97bc751c6d684ffc,199.523,43.928,53,65535,brightdata,http_connect,mx,curl/8.5.0
418.430,us,ip_dc1f0a163ea85479,73.449,60.464,54,64240,brightdata,http_connect,mx,curl/8.5.0
422.002,us,ip_a6b36b3756f9baab,129.401,75.449,119,65535,brightdata,http_connect,mx,curl/8.5.0
425.850,us,ip_da5b0064ab6e00a8,82.571,59.477,119,64240,brightdata,http_connect,mx,curl/8.5.0
429.401,us,ip_06e72e3af00c9b0a,399.597,82.386,55,64240,brightdata,http_connect,mx,curl/8.5.0
433.375,us,ip_13095697c1e1fb5b,210.152,73.088,51,65320,brightdata,http_connect,mx,curl/8.5.0
437.273,us,ip_4644f51b3aec1b02,85.066,74.452,118,64240,brightdata,http_connect,mx,curl/8.5.0
440.890,us,ip_02245939537ceace,209.008,69.433,53,65535,brightdata,http_connect,mx,curl/8.5.0
443.884,us,ip_6c2f4aaa492d68e4,119.993,64.371,53,64240,brightdata,http_connect,mx,curl/8.5.0
448.109,us,ip_61e988112bb71bb5,119.602,83.798,56,42340,brightdata,http_connect,mx,curl/8.5.0
452.225,us,ip_3eaefe615d44f6d1,98.098,55.479,117,65535,brightdata,http_connect,mx,curl/8.5.0
456.277,us,ip_15241b9edf37c96d,265.246,119.478,56,65320,brightdata,http_connect,mx,curl/8.5.0
459.577,us,ip_dfeabe36f6129004,181.914,74.049,56,65320,brightdata,http_connect,mx,curl/8.5.0
462.378,us,ip_91f60745d819f759,182.899,78.187,53,64240,brightdata,http_connect,mx,curl/8.5.0
468.024,us,ip_c9ea3be319604bdb,157.128,87.223,120,65535,brightdata,http_connect,mx,curl/8.5.0
471.367,us,ip_67ecc0436437e665,61.476,43.975,54,29200,brightdata,http_connect,mx,curl/8.5.0
477.464,us,ip_5874d17e8929eaa9,153.251,61.954,115,64240,brightdata,http_connect,mx,curl/8.5.0
481.396,us,ip_d9202067d8d40c85,101.488,61.435,54,64240,brightdata,http_connect,mx,curl/8.5.0
484.321,us,ip_8b66e81cf983a8de,183.991,104.269,56,65320,brightdata,http_connect,mx,curl/8.5.0
487.481,us,ip_581f97fdb5e5e6b8,93.14,69.69,120,64240,brightdata,http_connect,mx,curl/8.5.0
490.798,us,ip_8a11b94a0dec9dc3,76.752,62.346,118,64240,brightdata,http_connect,mx,curl/8.5.0
494.123,us,ip_24d2c6508c1ba0f2,180.106,87.961,120,8192,brightdata,http_connect,mx,curl/8.5.0
497.509,us,ip_5874d17e8929eaa9,129.754,60.814,115,64240,brightdata,http_connect,mx,curl/8.5.0
501.398,us,ip_13b7c2a4223850bf,125.251,74.933,116,65535,brightdata,http_connect,mx,curl/8.5.0
506.887,us,ip_f090b8ceac527990,131.425,89.447,52,65535,brightdata,http_connect,mx,curl/8.5.0
510.107,us,ip_6ba0a7b6d63572d4,652.682,559.986,56,64240,brightdata,http_connect,mx,curl/8.5.0
513.914,us,ip_d9a385504dbc34bd,96.523,87.499,118,64240,brightdata,http_connect,mx,curl/8.5.0
517.057,us,ip_03d882268b3afa0d,141.994,87.222,120,65535,brightdata,http_connect,mx,curl/8.5.0
520.550,us,ip_5754a1ba7e838023,150.546,73.867,52,64240,brightdata,http_connect,mx,curl/8.5.0
523.649,us,ip_34c72696912b361f,157.143,116.263,56,65535,brightdata,http_connect,mx,curl/8.5.0
527.229,us,ip_6a8f77d4fc25a2d0,190.786,76.071,53,65535,brightdata,http_connect,mx,curl/8.5.0
530.635,us,ip_2dfb7b7ea8bb9ef1,182.011,100.962,56,65535,brightdata,http_connect,mx,curl/8.5.0
536.383,us,ip_c3071e23ef9d0fc1,117.041,59.578,117,64240,brightdata,http_connect,mx,curl/8.5.0
539.238,us,ip_bef003a52105f17e,108.984,63.385,114,65535,brightdata,http_connect,mx,curl/8.5.0
542.990,us,ip_9bf4b2b36f5a445c,90.627,67.93,49,64240,brightdata,http_connect,mx,curl/8.5.0
546.399,us,ip_0530f85796e1060c,253.51,88.429,56,65535,brightdata,http_connect,mx,curl/8.5.0
549.856,us,ip_bfa71ab9f88c9117,103.636,62.088,116,64240,brightdata,http_connect,mx,curl/8.5.0
553.514,us,ip_3b6d1dde077521ab,117.568,58.504,116,64240,brightdata,http_connect,mx,curl/8.5.0
556.916,us,ip_5402f20f0d4e5111,204.565,53.401,53,65535,brightdata,http_connect,mx,curl/8.5.0
560.614,us,ip_946f97d9bedfaae5,168.02,49.85,54,64240,brightdata,http_connect,mx,curl/8.5.0
579.375,us,ip_d331d395f963c077,151.857,76.044,52,65535,brightdata,http_connect,mx,curl/8.5.0
583.122,us,ip_6f6705957485fba9,159.628,123.929,116,62720,brightdata,http_connect,br,curl/8.5.0
587.568,us,ip_1d587d306a629ff0,169.228,152.019,113,64240,brightdata,http_connect,br,curl/8.5.0
591.348,us,ip_cb24a4ddba43f167,181.459,142.93,112,65535,brightdata,http_connect,br,curl/8.5.0
595.814,us,ip_721fa2d578bc492a,171.121,123.309,116,64240,brightdata,http_connect,br,curl/8.5.0
599.729,us,ip_7a39d100ac017a16,181.483,142.445,50,65535,brightdata,http_connect,br,curl/8.5.0
603.320,us,ip_758e50cc34bb92a9,190.49,132.955,50,64240,brightdata,http_connect,br,curl/8.5.0
607.930,us,ip_95d220aab29d6402,227.0,90.466,50,29200,brightdata,http_connect,br,curl/8.5.0
611.270,us,ip_d86df85c0566f69c,135.912,104.076,49,64240,brightdata,http_connect,br,curl/8.5.0
614.387,us,ip_e517273e7d7534c5,167.025,122.599,115,65535,brightdata,http_connect,br,curl/8.5.0
618.342,us,ip_10be6c3bd6b96add,183.577,139.927,112,64240,brightdata,http_connect,br,curl/8.5.0
621.947,us,ip_efd3d96831e68545,140.12,112.983,46,64240,brightdata,http_connect,br,curl/8.5.0
625.745,us,ip_87b89e71edb238ec,164.62,132.504,115,64240,brightdata,http_connect,br,curl/8.5.0
629.468,us,ip_485c5daa28d608bc,229.215,107.019,49,64240,brightdata,http_connect,br,curl/8.5.0
634.101,us,ip_16433f58ab061fee,221.288,103.076,49,64240,brightdata,http_connect,br,curl/8.5.0
637.714,us,ip_b833615fbf79d433,163.261,113.119,110,65535,brightdata,http_connect,br,curl/8.5.0
640.882,us,ip_89f8d4270cdde05a,160.407,131.285,54,64240,brightdata,http_connect,br,curl/8.5.0
644.187,us,ip_ba5d0ecebe724682,172.331,154.779,113,64240,brightdata,http_connect,br,curl/8.5.0
651.245,us,ip_d5a1031654366900,176.026,127.814,51,64240,brightdata,http_connect,br,curl/8.5.0
655.043,us,ip_266c405699a802ec,243.36,107.205,49,64240,brightdata,http_connect,br,curl/8.5.0
661.992,us,ip_dd398179164f377e,173.197,137.823,111,65535,brightdata,http_connect,br,curl/8.5.0
666.671,us,ip_b28a5825cd3b463b,184.391,103.139,49,64240,brightdata,http_connect,br,curl/8.5.0
672.472,us,ip_442480286588fa2b,186.352,121.229,49,64240,brightdata,http_connect,br,curl/8.5.0
676.950,us,ip_3574a8e3a521d63d,170.46,132.537,116,65535,brightdata,http_connect,br,curl/8.5.0
680.089,us,ip_d39745293ff814b4,185.357,106.802,109,64240,brightdata,http_connect,br,curl/8.5.0
684.589,us,ip_3a7ca34d15b232ea,166.735,123.831,115,64240,brightdata,http_connect,br,curl/8.5.0
688.258,us,ip_d2e14dc3c968dbf7,166.772,127.959,114,65535,brightdata,http_connect,br,curl/8.5.0
692.329,us,ip_3a170296da4b30c0,99.139,104.019,49,64240,brightdata,http_connect,br,curl/8.5.0
696.026,us,ip_0de0a9251a18b078,179.71,149.576,114,64240,brightdata,http_connect,br,curl/8.5.0
699.910,us,ip_26d68dda409fa9c5,193.236,129.363,51,64240,brightdata,http_connect,br,curl/8.5.0
703.344,us,ip_f3784851176c067c,102.325,103.913,49,64240,brightdata,http_connect,br,curl/8.5.0
707.697,us,ip_59a1770e4011cfb2,231.065,103.003,49,64240,brightdata,http_connect,br,curl/8.5.0
711.474,us,ip_df3cddf953b14303,226.474,186.421,111,65535,brightdata,http_connect,br,curl/8.5.0
718.440,us,ip_3c51746e717c73cc,202.2,144.002,114,65535,brightdata,http_connect,br,curl/8.5.0
722.673,us,ip_90f4bbf8d0147559,294.658,131.932,116,64240,brightdata,http_connect,br,curl/8.5.0
725.883,us,ip_3b8c1ccfedd7ecfa,187.048,140.901,116,65535,brightdata,http_connect,br,curl/8.5.0
729.826,us,ip_6a3bb59ac89579aa,179.02,114.395,112,64240,brightdata,http_connect,br,curl/8.5.0
734.362,us,ip_dccb7434523e6ec5,230.396,130.908,115,64240,brightdata,http_connect,br,curl/8.5.0
738.049,us,ip_87b89e71edb238ec,190.212,132.259,114,64240,brightdata,http_connect,br,curl/8.5.0
743.300,us,ip_a1ce09de5f07c1c7,168.575,90.812,51,64240,brightdata,http_connect,br,curl/8.5.0
748.613,us,ip_ed8734dc1dddd198,271.07,178.213,49,65535,brightdata,http_connect,br,curl/8.5.0
752.032,us,ip_fa9ff14adc346b35,277.189,104.015,49,64240,brightdata,http_connect,br,curl/8.5.0
755.290,us,ip_04cb1a5466498935,165.426,146.953,112,64240,brightdata,http_connect,br,curl/8.5.0
758.512,us,ip_24a3f44c397f3733,134.889,79.962,114,64240,brightdata,http_connect,br,curl/8.5.0
762.430,us,ip_ead286cfa5349dcd,232.036,128.872,116,65535,brightdata,http_connect,br,curl/8.5.0
766.688,us,ip_e10caed5cb114bdc,216.264,159.858,114,64240,brightdata,http_connect,br,curl/8.5.0
770.296,us,ip_434fc5a585d7df30,209.961,112.329,115,64240,brightdata,http_connect,br,curl/8.5.0
774.288,us,ip_ecf927adcf904dce,185.303,103.143,49,64240,brightdata,http_connect,br,curl/8.5.0
779.164,us,ip_6f61bbc58e4884ac,166.995,141.105,51,64240,brightdata,http_connect,br,curl/8.5.0
782.541,us,ip_ead286cfa5349dcd,827.907,206.628,112,65535,brightdata,http_connect,gb,curl/8.5.0
785.844,us,ip_66bb0cde0193630b,115.874,104.029,50,64240,brightdata,http_connect,gb,curl/8.5.0
790.992,us,ip_5b33f3e6f5805ca7,106.889,77.705,54,64240,brightdata,http_connect,gb,curl/8.5.0
794.827,us,ip_0104130c750fc958,135.528,130.989,110,65535,brightdata,http_connect,gb,curl/8.5.0
798.337,us,ip_93e019fdb90819be,99.705,106.917,50,42340,brightdata,http_connect,gb,curl/8.5.0
801.533,us,ip_c9c74171c55b0753,173.463,150.26,114,64240,brightdata,http_connect,gb,curl/8.5.0
805.515,us,ip_c295fb1e8878cf5b,107.729,76.428,56,64240,brightdata,http_connect,gb,curl/8.5.0
808.936,us,ip_18d47cb60fae89ad,127.121,94.088,116,65535,brightdata,http_connect,gb,curl/8.5.0
813.668,us,ip_5b8db80024f86b3d,96.448,90.631,53,64240,brightdata,http_connect,gb,curl/8.5.0
817.390,us,ip_e3c7512a50fe090e,114.256,121.966,116,65535,brightdata,http_connect,gb,curl/8.5.0
821.105,us,ip_ab7b5048277dca17,134.786,86.708,54,64240,brightdata,http_connect,gb,curl/8.5.0
824.617,us,ip_ed825608322368c0,120.007,94.458,52,65535,brightdata,http_connect,gb,curl/8.5.0
828.290,us,ip_887c659da78ed6a5,109.449,87.729,115,65535,brightdata,http_connect,gb,curl/8.5.0
835.180,us,ip_2980efd1d896c6b7,123.213,149.386,49,65535,brightdata,http_connect,gb,curl/8.5.0
839.749,us,ip_4d5eb69d4b9a0cb8,11.814,133.742,50,64240,brightdata,http_connect,gb,curl/8.5.0
843.449,us,ip_3e282ced88ef7058,116.844,159.971,49,64240,brightdata,http_connect,gb,curl/8.5.0
846.316,us,ip_cbf78c70c8949d07,150.5,108.707,50,64240,brightdata,http_connect,gb,curl/8.5.0
849.375,us,ip_5193e67df840d682,107.766,94.953,116,64240,brightdata,http_connect,gb,curl/8.5.0
853.036,us,ip_30c287ffcb0bfe3b,100.447,336.912,118,64240,brightdata,http_connect,gb,curl/8.5.0
856.522,us,ip_53d55cc5a3362996,91.253,101.962,51,64240,brightdata,http_connect,gb,curl/8.5.0
860.415,us,ip_f3b26e3d8e38dc69,377.736,84.996,54,65535,brightdata,http_connect,gb,curl/8.5.0
863.902,us,ip_a16f55f983e407ce,120.812,143.502,112,65535,brightdata,http_connect,gb,curl/8.5.0
870.896,us,ip_b28ccf354a49e7e5,128.093,101.696,114,64240,brightdata,http_connect,gb,curl/8.5.0
874.433,us,ip_00591fde31dd6db0,111.232,94.999,49,64240,brightdata,http_connect,gb,curl/8.5.0
877.256,us,ip_430b5aacb6afb07e,134.01,87.021,48,64240,brightdata,http_connect,gb,curl/8.5.0
913.354,us,ip_dfc1bf9d1c84f57d,126.025,83.179,110,65535,brightdata,http_connect,gb,curl/8.5.0
920.469,us,ip_3916b18d6af4e174,105.568,105.344,50,64240,brightdata,http_connect,gb,curl/8.5.0
926.008,us,ip_53fb2523c9373f61,96.295,149.432,114,64240,brightdata,http_connect,gb,curl/8.5.0
929.782,us,ip_762346b8ceb4c4c3,126.209,145.893,113,65535,brightdata,http_connect,gb,curl/8.5.0
933.195,us,ip_0104130c750fc958,152.143,119.506,115,65535,brightdata,http_connect,gb,curl/8.5.0
937.887,us,ip_b26489adbd3c415c,100.987,91.125,52,64240,brightdata,http_connect,gb,curl/8.5.0
942.811,us,ip_d35e738474eb53b5,176.945,163.416,113,64240,brightdata,http_connect,gb,curl/8.5.0
946.903,us,ip_b305ee83c5dcf1bb,136.089,135.926,113,65535,brightdata,http_connect,gb,curl/8.5.0
949.992,us,ip_69dcbb24f6490ed3,260.719,109.957,116,65535,brightdata,http_connect,gb,curl/8.5.0
953.161,us,ip_fe863ff01d5ece24,119.796,87.687,52,64240,brightdata,http_connect,gb,curl/8.5.0
956.517,us,ip_bb6a7fcbef92d206,200.998,169.277,54,32120,brightdata,http_connect,gb,curl/8.5.0
961.467,us,ip_6cb89d9b3934b2d2,107.059,83.524,112,64240,brightdata,http_connect,gb,curl/8.5.0
965.884,us,ip_02ba3d0be84b5d73,217.509,74.934,48,64240,brightdata,http_connect,gb,curl/8.5.0
971.835,us,ip_cef60b23c39e38fb,0.284,104.827,53,42340,brightdata,http_connect,gb,curl/8.5.0
975.945,us,ip_9da9c0219f7105ef,116.745,149.816,49,29200,brightdata,http_connect,gb,curl/8.5.0
981.684,us,ip_200ad4e30f69b3b8,116.773,98.957,116,65535,brightdata,http_connect,gb,curl/8.5.0
986.387,us,ip_5ea6153c5d418359,0.0,110.467,115,65535,brightdata,http_connect,gb,curl/8.5.0
989.423,us,ip_5c83da2a0035b249,165.38,111.771,51,65535,brightdata,http_connect,gb,curl/8.5.0
993.083,us,ip_d7093efb934cba54,96.003,139.96,113,65535,brightdata,http_connect,gb,curl/8.5.0
996.399,us,ip_99c81b327f51051a,286.8,90.961,51,64240,brightdata,http_connect,gb,curl/8.5.0
999.562,us,ip_64dd70b05c88dd5b,106.102,139.396,113,64240,brightdata,http_connect,gb,curl/8.5.0
1002.961,us,ip_36f1d10910d6b8a5,97.63,79.092,47,64240,brightdata,http_connect,gb,curl/8.5.0
1006.244,us,ip_ea28c72f266bffc3,300.08,111.396,113,65535,brightdata,http_connect,gb,curl/8.5.0
1009.972,us,ip_dc94b1c25b747799,142.91,90.136,44,64240,brightdata,http_connect,de,curl/8.5.0
1014.040,us,ip_a1a7f635be120d50,132.879,116.647,50,65535,brightdata,http_connect,de,curl/8.5.0
1017.433,us,ip_d01023d41ddeeb32,132.258,95.557,114,64240,brightdata,http_connect,de,curl/8.5.0
1020.508,us,ip_b018140b1482a5a5,108.667,99.737,47,64240,brightdata,http_connect,de,curl/8.5.0
1023.936,us,ip_810cba6ed4521510,117.823,110.666,119,65535,brightdata,http_connect,de,curl/8.5.0
1028.117,us,ip_325a69a0a42f1e88,125.205,100.54,115,65535,brightdata,http_connect,de,curl/8.5.0
1032.476,us,ip_cca801f9e3f11c79,319.856,122.602,48,64240,brightdata,http_connect,de,curl/8.5.0
1035.352,us,ip_b3b861d4109fbc5a,105.929,110.671,119,65535,brightdata,http_connect,de,curl/8.5.0
